AD,University of Andorra,http://www.uda.ad/,Abu Dhabi,Bachelors,Business,3.5,GRE 310,11199,USD,Yes
JP,Kobe Design University,http://www.kobe-du.ac.jp/,UK,Bachelors,Business,3.45,GRE 320,15928,EUR,No
JP,Kobe Gakuin University,http://www.kobegakuin.ac.jp/,Australia,Masters,Law,2.97,IELTS 7.5,31660,USD,Yes
JP,Kobe International University,http://www.kobe-kiu.ac.jp/,Canada,Masters,Law,2.68,GRE 320,49733,USD,Yes
JP,Kobe Jogakuin University,http://www.kobe-c.ac.jp/,USA,Masters,Business,3.34,IELTS 7.5,40586,EUR,Yes
JP,Kobe Pharmaceutical University,http://www.kobepharma-u.ac.jp/,Canada,Masters,Mechanical Engineering,2.7,IELTS 7.5,16208,EUR,No
JP,Kobe Shinwa Women's University,http://www.kobe-shinwa.ac.jp/,Australia,Bachelors,Computer Science,3.3,GRE 320,12129,USD,Yes
JP,Kobe Shoin Women's University,http://www.shoin.ac.jp/,Germany,Bachelors,Law,2.52,IELTS 7.5,33396,USD,Yes
JP,Kobe University,http://www.kobe-u.ac.jp/,Germany,Bachelors,Mechanical Engineering,3.94,TOEFL 100,25129,USD,No
JP,Kobe University of Mercantile Marine,http://www.kshosen.ac.jp/,Canada,Bachelors,Psychology,3.91,GRE 320,41083,EUR,No
JP,Kobe Women's University,http://www.suma.kobe-wu.ac.jp/,Canada,Bachelors,Psychology,2.7,TOEFL 100,13897,USD,Yes
JP,Kochi Medical School,http://www.kochi-ms.ac.jp/,USA,Masters,Business,3.13,None,21689,USD,No
JP,Kochi University,http://www.kochi-u.ac.jp/,UK,Masters,Law,3.32,None,33681,EUR,No
JP,Kochi University of Technology,http://www.kochi-tech.ac.jp/,USA,Masters,Mechanical Engineering,3.6,IELTS 7.5,30978,USD,Yes
JP,Kochi Women's University,http://www.kochi-wu.ac.jp/,Canada,Bachelors,Mechanical Engineering,3.79,None,11267,USD,No
JP,Kogakkan University,http://www.kogakkan-u.ac.jp/,UK,Masters,Mechanical Engineering,3.85,None,35936,USD,No
JP,Kogakuin University,http://www.kogakuin.ac.jp/,Germany,Bachelors,Mechanical Engineering,3.97,TOEFL 100,42628,USD,No
JP,Koka Women's College,http://www.koka.ac.jp/,Australia,Masters,Law,3.94,IELTS 7.5,14009,USD,No
JP,Kokugakuin University,http://www.kokugakuin.ac.jp/,UK,Masters,Mechanical Engineering,3.98,None,48459,EUR,No
JP,Kokushikan University,http://www.kokushikan.ac.jp/,Australia,Bachelors,Mechanical Engineering,3.69,None,12112,USD,No
JP,Komazawa University,http://www.komazawa-u.ac.jp/,Australia,Bachelors,Mechanical Engineering,3.56,None,41570,USD,No
JP,Konan University,http://www.konan-u.ac.jp/,Canada,Bachelors,Psychology,2.7,TOEFL 100,10404,USD,Yes
JP,Konan Women's University,http://www.konan-wu.ac.jp/,USA,Bachelors,Law,3.36,None,38271,EUR,Yes
JP,Korea University,http://www.korea-u.ac.jp/,UK,Bachelors,Computer Science,3.79,None,26520,USD,Yes
JP,Koriyama Women's University and College,http://www.koriyama-kgc.ac.jp/,USA,Masters,Business,3.35,IELTS 7.5,45929,EUR,Yes
JP,Koshien University,http://www.koshien.ac.jp/,UK,Bachelors,Psychology,2.66,None,42064,USD,No
JP,Koyasan University,http://www.koyasan-u.ac.jp/,Germany,Masters,Psychology,3.15,TOEFL 100,38679,EUR,No
JP,Kumamoto Gakuen University,http://www.kumagaku.ac.jp/,USA,Bachelors,Business,2.58,None,18087,EUR,Yes
JP,Kumamoto Institute of Technology,http://www.knct.ac.jp/,UK,Masters,Law,3.87,None,23484,USD,Yes
JP,Kumamoto Prefectural University,http://www.pu-kumamoto.ac.jp/,USA,Bachelors,Computer Science,3.81,IELTS 7.5,43447,USD,Yes
JP,Kumamoto University,http://www.kumamoto-u.ac.jp/,Australia,Masters,Mechanical Engineering,3.58,TOEFL 100,37622,EUR,Yes
JP,Kunitachi College of Music,http://www.kunitachi.ac.jp/,Canada,Bachelors,Mechanical Engineering,3.09,None,27820,USD,Yes
JP,Kurashiki Sakuyo University,http://www.ksu.ac.jp/,Canada,Masters,Psychology,3.52,None,36548,EUR,Yes
JP,Kurashiki University of Science and the Arts,http://www.kusa.ac.jp/,USA,Bachelors,Mechanical Engineering,2.99,GRE 320,30502,EUR,No
JP,Kure University,http://www.kure-u.ac.jp/,USA,Bachelors,Psychology,2.74,GRE 320,14117,EUR,No
JP,Kurume Institute of Technology,http://www.kurume-it.ac.jp/,UK,Masters,Computer Science,3.77,GRE 320,16715,USD,Yes
JP,Kurume University,http://www.kurume-u.ac.jp/,UK,Masters,Mechanical Engineering,3.47,GRE 320,34769,USD,Yes
JP,Kushiro Public University of Economics,http://www.kushiro-pu.ac.jp/,Germany,Bachelors,Mechanical Engineering,3.39,TOEFL 100,31883,EUR,No
JP,Kwansei Gakuin University,http://www.kwansei.ac.jp/,UK,Masters,Mechanical Engineering,3.67,None,42568,EUR,No
JP,Kwassui Women's College,http://www.kwassui.ac.jp/,USA,Bachelors,Computer Science,3.2,GRE 320,16609,USD,Yes
JP,Kyorin University,http://www.kyorin-u.ac.jp/,Germany,Bachelors,Business,3.79,TOEFL 100,31861,USD,No
JP,Kyoritsu Pharmaceutical University,http://www.kyoritsu-ph.ac.jp/,UK,Masters,Psychology,2.74,TOEFL 100,46582,EUR,Yes
JP,Kyoritsu Woman's University,http://www.kyoritsu-wu.ac.jp/,Australia,Masters,Computer Science,3.58,TOEFL 100,35723,USD,Yes
JP,Kyoto Bunkyo University,http://www.kbu.ac.jp/,UK,Bachelors,Business,3.24,TOEFL 100,30552,EUR,Yes
JP,Kyoto City University of Arts,http://www.kcua.ac.jp/,Canada,Bachelors,Computer Science,3.6,TOEFL 100,12341,USD,Yes
JP,Kyoto Gakuen University,http://www.kyotogakuen-u.ac.jp/,Germany,Masters,Mechanical Engineering,3.02,IELTS 7.5,42816,EUR,No
JP,Kyoto Institute of Technology,http://www.kit.ac.jp/,Australia,Masters,Mechanical Engineering,3.61,TOEFL 100,18216,USD,Yes
JP,Kyoto Pharmaceutical University,http://www.kyoto-phu.ac.jp/,USA,Bachelors,Computer Science,2.53,GRE 320,10107,EUR,Yes
JP,Kyoto Prefectural University,http://www.kpu.ac.jp/,Germany,Bachelors,Mechanical Engineering,3.08,TOEFL 100,22881,EUR,Yes
JP,Kyoto Prefectural University of Medicine,http://www.kpu-m.ac.jp/,Germany,Bachelors,Law,2.58,GRE 320,30119,EUR,Yes
JP,Kyoto Sangyo University,http://www.kyoto-su.ac.jp/,Canada,Masters,Mechanical Engineering,3.52,TOEFL 100,36401,EUR,Yes
JP,Kyoto Seika University,http://www.kyoto-seika.ac.jp/,Australia,Masters,Law,3.79,None,48648,EUR,Yes
JP,Kyoto Tachibana Women's University,http://www.tachibana-u.ac.jp/,Canada,Bachelors,Psychology,3.28,None,30264,USD,No
JP,Kyoto University,http://www.kyoto-u.ac.jp/,Germany,Masters,Psychology,3.43,IELTS 7.5,10025,USD,No
JP,Kyoto University of Art and Design,http://www.kyoto-art.ac.jp/,Canada,Bachelors,Computer Science,3.69,GRE 320,18167,USD,No
JP,Kyoto University of Education,http://www.kyokyo-u.ac.jp/,Australia,Bachelors,Mechanical Engineering,3.26,TOEFL 100,42909,EUR,Yes
JP,Kyoto University of Foreign Studies,http://www.kufs.ac.jp/,USA,Masters,Law,2.6,GRE 320,37519,USD,Yes
JP,Kyoto Women's University,http://www.kyoto-wu.ac.jp/,Australia,Bachelors,Psychology,3.63,None,42162,USD,No
JP,Kyushu Dental College,http://www.kyu-dent.ac.jp/,Australia,Bachelors,Mechanical Engineering,3.35,GRE 320,11208,USD,Yes
JP,Kyushu Institute of Design,http://www.kyushu-id.ac.jp/,Germany,Masters,Mechanical Engineering,2.84,TOEFL 100,36916,USD,No
JP,Kyushu Institute of Technology,http://www.kyutech.ac.jp/,Germany,Bachelors,Psychology,2.63,IELTS 7.5,21274,USD,No
JP,Kyushu International University,http://www.kiu.ac.jp/,Canada,Masters,Mechanical Engineering,3.66,TOEFL 100,49772,EUR,No
JP,Kyushu Kyoritsu University,http://www.kyukyo-u.ac.jp/,Canada,Bachelors,Mechanical Engineering,3.5,GRE 320,40632,USD,Yes
JP,Kyushu Sangyo University,http://www.ip.kyusan-u.ac.jp/,UK,Bachelors,Business,3.51,TOEFL 100,19921,EUR,No
JP,Kyushu Tokai University,http://www.ktokai-u.ac.jp/,UK,Bachelors,Psychology,3.44,None,33082,USD,Yes
JP,Kyushu University,http://www.kyushu-u.ac.jp/,Germany,Masters,Psychology,2.81,None,44560,EUR,No
JP,Kyushu University of Nursing and SocialWelfare,http://www.kyushu-ns.ac.jp/,UK,Bachelors,Law,3.35,IELTS 7.5,11649,USD,No
JP,Kyushu Women's University,http://www.kwuc.ac.jp/,USA,Masters,Business,3.68,IELTS 7.5,12256,USD,Yes
JP,Matsumoto Dental University,http://www.mdu.ac.jp/,Australia,Masters,Law,2.54,IELTS 7.5,33800,USD,Yes
JP,Matsusaka University,http://www.mie-chukyo-u.ac.jp/,Germany,Masters,Business,3.61,GRE 320,22774,USD,Yes
JP,Matsuyama University,http://www.matsuyama-u.ac.jp/,Germany,Masters,Computer Science,3.59,IELTS 7.5,15875,EUR,No
JP,Meiji College of Pharmacy,http://www.my-pharm.ac.jp/,USA,Masters,Business,3.67,GRE 320,35615,USD,No
JP,Meiji Gakuin University,http://www.meijigakuin.ac.jp/,Germany,Bachelors,Business,3.29,IELTS 7.5,32244,USD,No
JP,Meiji University,http://www.meiji.ac.jp/,Australia,Masters,Psychology,2.5,TOEFL 100,29420,EUR,Yes
JP,Meiji University of Oriental Medicine,http://www.meiji-u.ac.jp/,USA,Masters,Computer Science,2.95,TOEFL 100,18010,EUR,Yes
JP,Meijo University,http://www.meijo-u.ac.jp/,Canada,Bachelors,Law,3.3,None,13048,USD,Yes
JP,Meikai University,http://www.meikai.ac.jp/,Germany,Bachelors,Law,2.95,IELTS 7.5,41108,USD,Yes
JP,Meio University,http://www.meio-u.ac.jp/,Germany,Bachelors,Business,2.56,GRE 320,48306,EUR,No
JP,Meisei University,http://www.meisei-u.ac.jp/,Canada,Masters,Law,2.56,TOEFL 100,39164,USD,No
JP,Mejiro University,http://www.mejiro.ac.jp/,Canada,Bachelors,Mechanical Engineering,3.83,IELTS 7.5,23411,USD,No
JP,Mie University,http://www.mie-u.ac.jp/,UK,Bachelors,Law,2.87,TOEFL 100,19609,EUR,Yes
JP,Mimasaka Women's College,http://www.mimasaka.ac.jp/,Germany,Masters,Computer Science,2.65,IELTS 7.5,48161,EUR,No
JP,Minamikyushu University,http://www.nankyudai.ac.jp/,Canada,Bachelors,Computer Science,3.71,TOEFL 100,46430,EUR,Yes
JP,Miyagi Gakuin Women's College,http://www.mgu.ac.jp/,USA,Bachelors,Psychology,3.55,GRE 320,46335,USD,No
JP,Miyagi University,http://www.myu.ac.jp/,USA,Masters,Law,3.39,None,29237,USD,No
JP,Miyagi University of Education,http://www.miyakyo-u.ac.jp/,Australia,Masters,Law,2.6,TOEFL 100,36315,EUR,Yes
JP,Miyazaki Medical College,http://www.miyazaki-med.ac.jp/,USA,Masters,Mechanical Engineering,3.83,GRE 320,28139,EUR,No
JP,Miyazaki Municipal University,http://www.miyazaki-mu.ac.jp/,UK,Masters,Law,2.76,None,40398,USD,No
JP,Miyazaki Prefectural Nursing University,http://www.mpu.ac.jp/,Australia,Masters,Computer Science,3.63,None,44991,USD,Yes
JP,Miyazaki University,http://www.miyazaki-u.ac.jp/,Germany,Bachelors,Mechanical Engineering,2.74,TOEFL 100,18292,USD,Yes
JP,Morioka College,http://www.morioka-u.ac.jp/,Australia,Bachelors,Business,3.13,None,36427,USD,Yes
JP,Mukogawa Women's University,http://www.mukogawa-u.ac.jp/,USA,Masters,Computer Science,3.01,GRE 320,28412,USD,No
JP,Muroran Institute of Technology,http://www.muroran-it.ac.jp/,Germany,Bachelors,Mechanical Engineering,3.21,None,32843,USD,No
JP,Musashi Institute of Technology,http://www.musashi-tech.ac.jp/,USA,Masters,Computer Science,3.15,None,49660,EUR,Yes
JP,Musashino Academy of Music,http://www.musashino-music.ac.jp/,Australia,Bachelors,Business,3.75,IELTS 7.5,32158,USD,No
JP,Musashino Art University,http://www.musabi.ac.jp/,USA,Masters,Mechanical Engineering,2.6,IELTS 7.5,26960,EUR,No
JP,Musashino Women's University,http://www.musashino-wu.ac.jp/,UK,Masters,Business,3.87,IELTS 7.5,41608,EUR,Yes
JP,Musashi University,http://www.musashi.ac.jp/,Germany,Bachelors,Psychology,3.79,TOEFL 100,49049,USD,No
JP,Nagano University,http://www.nagano.ac.jp/,Canada,Bachelors,Law,2.75,IELTS 7.5,37718,USD,No
JP,Nagaoka University of Technology,http://www.nagaokaut.ac.jp/,Australia,Masters,Law,2.62,GRE 320,23326,USD,Yes
JP,Nagasaki Institute of Applied Science,http://www.nias.ac.jp/,Canada,Masters,Law,2.71,IELTS 7.5,16225,EUR,Yes
JP,Nagasaki Prefectural University,http://www.nagasakipu.ac.jp/,USA,Bachelors,Law,2.74,IELTS 7.5,27467,EUR,No
JP,Nagasaki University,http://www.nagasaki-u.ac.jp/,Australia,Masters,Computer Science,3.76,TOEFL 100,33936,EUR,No
JP,Nagoya City University,http://www.nagoya-cu.ac.jp/,Germany,Bachelors,Psychology,3.37,IELTS 7.5,27632,EUR,No
JP,Nagoya College of Music,http://www.doho.ac.jp/~meion/,USA,Masters,Computer Science,3.73,TOEFL 100,15669,EUR,No
JP,Nagoya Economics University,http://www.nagoya-ku.ac.jp/,Australia,Masters,Psychology,2.77,None,18449,USD,No
JP,Nagoya Gakuin University,http://www.ngu.ac.jp/,Australia,Masters,Computer Science,3.87,IELTS 7.5,28727,USD,No
JP,Nagoya Institute of Technology,http://www.nitech.ac.jp/,USA,Bachelors,Computer Science,3.57,GRE 320,45976,EUR,No
JP,Nagoya University,http://www.nagoya-u.ac.jp/,Australia,Bachelors,Psychology,3.7,TOEFL 100,47910,EUR,Yes
JP,Nagoya University of Arts,http://www.nua.ac.jp/,Australia,Bachelors,Mechanical Engineering,3.82,GRE 320,46414,EUR,No
JP,Nagoya University of Commerce and Business Administration,http://www.nucba.ac.jp/,Germany,Bachelors,Mechanical Engineering,3.94,None,17254,EUR,Yes
JP,Nagoya University of Foreign Studies,http://www.nufs.nakanishi.ac.jp/,Germany,Masters,Computer Science,2.81,None,43603,USD,No
JP,Nagoya Women's University,http://www.nagoya-wu.ac.jp/,Germany,Bachelors,Psychology,3.21,TOEFL 100,45008,EUR,Yes
JP,Nakamura Gakuen University,http://www.nakamura-u.ac.jp/,Australia,Bachelors,Business,2.57,GRE 320,40730,USD,No
JP,Nanzan University,http://www.nanzan-u.ac.jp/,Germany,Bachelors,Mechanical Engineering,3.87,GRE 320,46457,USD,No
JP,Nara Medical University,http://www.naramed-u.ac.jp/,Australia,Masters,Mechanical Engineering,3.11,TOEFL 100,46007,EUR,No
JP,Nara Sangyo University,http://www.nara-su.ac.jp/,Germany,Bachelors,Psychology,3.72,TOEFL 100,29131,EUR,No
JP,Nara University,http://www.nara-u.ac.jp/,Germany,Masters,Business,3.79,GRE 320,43033,USD,No
JP,Nara University of Commerce,http://www.narauc.ac.jp/,Germany,Masters,Mechanical Engineering,3.48,TOEFL 100,33179,EUR,No
JP,Nara University of Education,http://www.nara-edu.ac.jp/,Australia,Bachelors,Mechanical Engineering,3.0,None,49944,USD,No
JP,Nara Women's University,http://www.nara-wu.ac.jp/,UK,Masters,Psychology,3.86,TOEFL 100,43558,EUR,Yes
JP,Naruto University of Education,http://www.naruto-u.ac.jp/,Australia,Bachelors,Business,3.45,None,11976,EUR,Yes
JP,National Defence Medical College,http://www.ndmc.ac.jp/,Germany,Bachelors,Psychology,2.95,None,46156,USD,No
JP,National Fisheries University,http://www.fish-u.ac.jp/,USA,Bachelors,Psychology,2.92,None,20198,EUR,No
JP,National Institute of Fitness and Sports Kanoya,http://www.nifs-k.ac.jp/,Australia,Masters,Psychology,3.4,GRE 320,10924,EUR,No
JP,Nihon Fukushi University,http://www.n-fukushi.ac.jp/,UK,Masters,Computer Science,3.5,GRE 320,14886,EUR,Yes
JP,Nihon University,http://www.nihon-u.ac.jp/,USA,Bachelors,Business,2.91,IELTS 7.5,33748,USD,No
JP,Niigata College of Pharmacy,http://www.niigata-pharm.ac.jp/,UK,Bachelors,Business,3.13,TOEFL 100,29839,USD,No
JP,Niigata Sangyo University,http://www.nsu.ac.jp/,UK,Bachelors,Computer Science,3.87,IELTS 7.5,19965,EUR,No
JP,Niigata University,http://www.niigata-u.ac.jp/,USA,Masters,Business,3.54,IELTS 7.5,34794,USD,No
JP,Niigata University of International and Information Studies,http://www.nuis.ac.jp/,Germany,Masters,Computer Science,3.8,None,37502,USD,No
JP,Niigata University of Management,http://www.niigataum.ac.jp/,UK,Bachelors,Computer Science,2.97,None,38706,EUR,Yes
JP,Nippon Bunri University,http://www.nbu.ac.jp/,Germany,Bachelors,Law,2.77,None,14061,EUR,No
JP,Nippon Dental University,http://www.ndu.ac.jp/,Germany,Bachelors,Mechanical Engineering,2.96,GRE 320,49175,USD,No
JP,Nippon Institute of Technology,http://www.nit.ac.jp/,Canada,Masters,Mechanical Engineering,3.12,IELTS 7.5,16511,EUR,No
JP,Nippon Medical School,http://www.nms.ac.jp/,Canada,Bachelors,Law,2.9,None,40166,EUR,No
JP,Nippon Sport Science University,http://www.nittai.ac.jp/,Australia,Masters,Business,2.59,IELTS 7.5,24420,USD,Yes
JP,Nippon Veterinary and Animalscience University,http://www.nvau.ac.jp/,USA,Bachelors,Psychology,2.8,TOEFL 100,17809,EUR,Yes
JP,Nishikyushu University,http://www.nisikyu-u.ac.jp/,Canada,Bachelors,Law,2.54,GRE 320,35182,EUR,No
JP,Nishinippon Institute of Technology,http://www.nishitech.ac.jp/,Canada,Bachelors,Mechanical Engineering,3.47,TOEFL 100,48508,EUR,No
JP,Nisho Gakusha University,http://www.nishogakusha-u.ac.jp/,Australia,Bachelors,Business,3.53,TOEFL 100,18978,USD,No
JP,Nortre Dame Seishin University,http://www.ndsu.ac.jp/,Canada,Masters,Computer Science,3.77,None,17435,EUR,No
JP,Notre Dame Women's College,http://www.notredame.ac.jp/,USA,Masters,Law,3.36,None,37701,EUR,Yes
JP,Obihiro University of Agriculture and Veterinary Medicine,http://www.obihiro.ac.jp/,Canada,Masters,Law,2.76,TOEFL 100,43363,EUR,Yes
JP,Obirin University,http://www.obirin.ac.jp/,Australia,Masters,Psychology,2.55,TOEFL 100,25835,USD,Yes
JP,Ochanomizu Women's University,http://www.ocha.ac.jp/,UK,Masters,Law,2.92,IELTS 7.5,31083,EUR,No
JP,Ohka Gakuen University,http://www.ohkagakuen-u.ac.jp/,Germany,Bachelors,Mechanical Engineering,3.73,None,32796,USD,No
JP,Ohtani Women's University,http://www.ohtani-w.ac.jp/,UK,Masters,Mechanical Engineering,3.09,None,23813,USD,No
JP,Ohu University,http://www.ohu-u.ac.jp/,Germany,Masters,Business,3.82,IELTS 7.5,17354,EUR,Yes
JP,Oita Medical University,http://www.oita-med.ac.jp/,USA,Masters,Business,3.56,TOEFL 100,38006,USD,Yes
JP,Oita University,http://www.oita-u.ac.jp/,Germany,Masters,Law,2.88,TOEFL 100,38399,USD,No
JP,Oita University of Nursing and Health Sciences,http://www.oita-nhs.ac.jp/,USA,Bachelors,Business,3.24,None,48156,USD,Yes
JP,Okayama Prefectural University,http://www.oka-pu.ac.jp/,USA,Bachelors,Computer Science,3.43,GRE 320,37485,USD,Yes
JP,Okayama Shoka University,http://www.osu.ac.jp/,Germany,Masters,Psychology,3.37,IELTS 7.5,45081,USD,No
JP,Okayama University,http://www.okayama-u.ac.jp/,Canada,Masters,Mechanical Engineering,3.06,GRE 320,37675,USD,Yes
JP,Okayama University of Science,http://www.ous.ac.jp/,Canada,Bachelors,Computer Science,3.35,TOEFL 100,32955,EUR,No
JP,Okinawa International University,http://www.okiu.ac.jp/,Australia,Masters,Psychology,3.19,IELTS 7.5,45655,USD,Yes
JP,Okinawa Prefectural University of Fine Arts,http://www.okigei.ac.jp/,UK,Masters,Law,3.67,IELTS 7.5,16856,USD,Yes
JP,Okinawa University,http://www.okinawa-u.ac.jp/,UK,Bachelors,Computer Science,3.37,GRE 320,23936,USD,Yes
JP,Osaka City University,http://www.osaka-cu.ac.jp/,Canada,Bachelors,Law,3.33,GRE 320,45527,EUR,No
JP,Osaka College of Music,http://www.daion.ac.jp/,UK,Bachelors,Mechanical Engineering,3.3,None,15734,EUR,Yes
JP,Osaka Dental University,http://www.osaka-dent.ac.jp/,Canada,Masters,Psychology,3.75,IELTS 7.5,20617,EUR,No
JP,Osaka Electro-Communication University,http://www.osakac.ac.jp/,Canada,Bachelors,Psychology,3.53,IELTS 7.5,39887,USD,Yes
JP,Osaka Gakuin University,http://www.osaka-gu.ac.jp/,Canada,Bachelors,Mechanical Engineering,3.72,None,21812,USD,No
JP,Osaka Institute of Technology,http://www.oit.ac.jp/,USA,Masters,Computer Science,3.19,None,18289,USD,No
JP,Osaka International University,http://www.oiu.oiu.ac.jp/,Germany,Masters,Computer Science,3.33,GRE 320,21625,USD,Yes
JP,Osaka International University for Women,http://www.oiuw.oiu.ac.jp/,USA,Bachelors,Business,2.97,None,21830,USD,Yes
JP,Osaka Medical College,http://www.osaka-med.ac.jp/,Canada,Masters,Law,3.98,GRE 320,48723,EUR,No
JP,Osaka Prefectural University,http://www.osakafu-u.ac.jp/,UK,Bachelors,Psychology,3.49,GRE 320,16669,USD,No
JP,Osaka Sangyo University,http://www.osaka-sandai.ac.jp/,Germany,Bachelors,Business,3.71,IELTS 7.5,11763,USD,No
JP,Osaka Shoin Women's College,http://www.osaka-shoin.ac.jp/,Canada,Masters,Law,3.01,TOEFL 100,35649,EUR,No
JP,Osaka University,http://www.osaka-u.ac.jp/,USA,Masters,Business,3.88,GRE 320,14392,EUR,No
JP,Osaka University of Arts,http://www.osaka-geidai.ac.jp/,Australia,Bachelors,Psychology,2.66,GRE 320,26926,EUR,No
JP,Osaka University of Commerce,http://www.daishodai.ac.jp/,USA,Bachelors,Computer Science,3.75,TOEFL 100,35306,EUR,No
JP,Osaka University of Economics,http://www.osaka-ue.ac.jp/,Australia,Bachelors,Psychology,3.63,None,39949,USD,No
JP,Osaka University of Economics & Law,http://www.keiho-u.ac.jp/,Australia,Bachelors,Mechanical Engineering,3.93,GRE 320,45684,EUR,Yes
JP,Osaka University of Education,http://www.osaka-kyoiku.ac.jp/,Germany,Masters,Business,3.81,IELTS 7.5,22853,EUR,Yes
JP,Osaka University of Foreign Studies,http://www.osaka-gaidai.ac.jp/,USA,Bachelors,Business,3.04,IELTS 7.5,33496,EUR,No
JP,Osaka University of Health and Sport Sciences,http://www.ouhs.ac.jp/,Canada,Masters,Business,2.71,TOEFL 100,32542,EUR,No
JP,Osaka University of Pharmaceutical Sciences,http://www.oups.ac.jp/,Australia,Bachelors,Business,3.01,IELTS 7.5,37431,USD,Yes
JP,Osaka Women's University,http://www.osaka-wu.ac.jp/,Germany,Masters,Mechanical Engineering,3.79,TOEFL 100,12688,EUR,No
JP,Otani University,http://www.otani.ac.jp/,UK,Masters,Psychology,3.57,GRE 320,29910,USD,Yes
JP,Otaru University of Commerce,http://www.otaru-uc.ac.jp/,UK,Masters,Business,3.77,None,46905,EUR,Yes
JP,Otemae University,http://www.otemae.ac.jp/,UK,Masters,Computer Science,3.3,TOEFL 100,20415,USD,Yes
JP,Otemon Gakuin University,http://www.otemon.ac.jp/,UK,Bachelors,Business,2.83,IELTS 7.5,45680,USD,No
JP,Otsuma Women's University,http://www.otsuma.ac.jp/,USA,Bachelors,Law,2.54,TOEFL 100,45781,EUR,Yes
JP,Polytechnic University,http://www.uitec.ac.jp/,Canada,Bachelors,Law,3.1,GRE 320,13059,EUR,Yes
JP,Poole Gakuin University,http://www.poole.ac.jp/,USA,Masters,Computer Science,2.83,TOEFL 100,40073,EUR,No
JP,Rakuno Gakuen University,http://www.rakuno.ac.jp/,Australia,Masters,Mechanical Engineering,2.71,IELTS 7.5,10778,USD,No
JP,Reitaku University,http://www.reitaku-u.ac.jp/,Canada,Bachelors,Psychology,2.96,None,29124,EUR,Yes
JP,Rikkyo University (St. Paul's University),http://www.rikkyo.ac.jp/,Germany,Bachelors,Business,3.18,None,49955,EUR,Yes
JP,Rissho University,http://www.ris.ac.jp/,Germany,Masters,Psychology,2.59,TOEFL 100,26665,USD,Yes
JP,Ritsumeikan Asia Pacific University,http://www.apu.ac.jp/,Canada,Bachelors,Business,2.79,IELTS 7.5,40282,USD,Yes
JP,Ritsumeikan University,http://www.ritsumei.ac.jp/,Germany,Masters,Psychology,3.32,TOEFL 100,34665,EUR,Yes
JP,Ryukoku University,http://www.ryukoku.ac.jp/,USA,Bachelors,Mechanical Engineering,3.65,None,26982,EUR,Yes
JP,Ryutsu Keizai University,http://www.rku.ac.jp/,Australia,Bachelors,Mechanical Engineering,3.83,GRE 320,13879,USD,Yes
JP,Saga Medical School,http://www.saga-med.ac.jp/,Australia,Masters,Business,2.66,GRE 320,34079,USD,No
JP,Sagami Women's University,http://www.sagami-wu.ac.jp/,Canada,Bachelors,Mechanical Engineering,3.52,IELTS 7.5,35930,EUR,No
JP,Saga University,http://www.saga-u.ac.jp/,Australia,Bachelors,Computer Science,2.95,GRE 320,41135,EUR,No
JP,Saitama Institute of Technology,http://www.sit.ac.jp/,UK,Bachelors,Business,3.97,IELTS 7.5,13301,USD,Yes
JP,Saitama Medical School,http://www.saitama-med.ac.jp/,UK,Masters,Business,3.77,GRE 320,28785,EUR,Yes
JP,Saitama Prefectural University,http://www.spu.ac.jp/,Germany,Bachelors,Mechanical Engineering,3.78,None,26716,EUR,Yes
JP,Saitama University,http://www.saitama-u.ac.jp/,Canada,Bachelors,Mechanical Engineering,2.6,IELTS 7.5,14979,EUR,No
JP,Sakushin Gakuin University,http://www.sakushin-u.ac.jp/,Australia,Bachelors,Mechanical Engineering,2.94,TOEFL 100,32586,EUR,No
JP,Sankei University,http://www.miyasankei-u.ac.jp/,UK,Bachelors,Law,3.86,None,45630,EUR,No
JP,Sanno University,http://www.sanno.ac.jp/,Australia,Bachelors,Computer Science,3.52,IELTS 7.5,26272,EUR,Yes
JP,Sanyo Gakuen University,http://www.sguc.ac.jp/,Australia,Bachelors,Business,3.65,TOEFL 100,46525,EUR,Yes
JP,Sapporo Gakuin University,http://www.sgu.ac.jp/,USA,Bachelors,Business,2.68,None,21583,USD,Yes
JP,Sapporo International University,http://www.siu.ac.jp/,UK,Masters,Mechanical Engineering,3.58,GRE 320,45341,USD,No
JP,Sapporo Medical University,http://www.sapmed.ac.jp/,UK,Bachelors,Business,3.5,IELTS 7.5,13789,USD,No
JP,Sapporo University,http://www.sapporo-u.ac.jp/,Australia,Masters,Law,2.87,IELTS 7.5,41832,EUR,No
JP,Science University of Tokyo,http://www.sut.ac.jp/,Germany,Bachelors,Business,2.94,None,47519,USD,No
JP,Science University of Tokyo in Yamaguchi,http://www.yama.sut.ac.jp/,UK,Masters,Mechanical Engineering,2.9,None,17413,USD,Yes
JP,Seian University of Art & Design,http://www.seian.ac.jp/,Australia,Bachelors,Psychology,3.26,None,36928,USD,Yes
JP,Seigakuin University,http://www.seigakuin-univ.ac.jp/,Canada,Bachelors,Mechanical Engineering,3.47,None,26565,USD,Yes
JP,Seijo University,http://www.seijo.ac.jp/,UK,Masters,Law,3.11,GRE 320,10364,EUR,Yes
JP,Seikei University,http://www.seikei.ac.jp/,USA,Bachelors,Mechanical Engineering,2.99,GRE 320,37901,USD,Yes
JP,Seinan Gakuin University,http://www.seinan-gu.ac.jp/,UK,Bachelors,Business,2.98,IELTS 7.5,33951,USD,Yes
